pathway_id	brapa_gene	arabidopsis_agi	symbol
ath01230	Bra001747	AT3G19480	AT3G19480
ath04016	Bra001760	AT3G19690	AT3G19690
ath04075	Bra001760	AT3G19690	AT3G19690
ath04626	Bra001760	AT3G19690	AT3G19690
ath04814	Bra001776	AT3G20150	AT3G20150
ath04075	Bra001789	AT3G20410	CPK9
ath04626	Bra001789	AT3G20410	CPK9
ath03040	Bra001792	AT3G20550	DDL
ath04016	Bra001802	AT3G20770	EIN3
ath04075	Bra001802	AT3G20770	EIN3
ath00760	Bra001810	AT3G21070	NADK1
ath01100	Bra001810	AT3G21070	NADK1
ath01240	Bra001810	AT3G21070	NADK1
ath04016	Bra001818	AT3G21220	MKK5
ath04075	Bra001818	AT3G21220	MKK5
ath04626	Bra001818	AT3G21220	MKK5
ath00130	Bra001819	AT3G21230	4CL5
ath00940	Bra001819	AT3G21230	4CL5
ath01100	Bra001819	AT3G21230	4CL5
ath01110	Bra001819	AT3G21230	4CL5
ath03020	Bra001864	AT3G22320	NRPB5
ath03420	Bra001864	AT3G22320	NRPB5
ath00230	Bra001891	AT3G22890	APS1
ath00261	Bra001891	AT3G22890	APS1
ath00450	Bra001891	AT3G22890	APS1
ath00920	Bra001891	AT3G22890	APS1
ath01100	Bra001891	AT3G22890	APS1
ath01110	Bra001891	AT3G22890	APS1
ath01320	Bra001891	AT3G22890	APS1
ath00010	Bra001896	AT3G22960	PKP-ALPHA
ath00620	Bra001896	AT3G22960	PKP-ALPHA
ath01100	Bra001896	AT3G22960	PKP-ALPHA
ath01110	Bra001896	AT3G22960	PKP-ALPHA
ath01200	Bra001896	AT3G22960	PKP-ALPHA
ath01230	Bra001896	AT3G22960	PKP-ALPHA
ath04075	Bra001899	AT3G23030	IAA2
ath00061	Bra001919	AT3G23790	AAE16
ath00071	Bra001919	AT3G23790	AAE16
ath01100	Bra001919	AT3G23790	AAE16
ath01212	Bra001919	AT3G23790	AAE16
ath04146	Bra001919	AT3G23790	AAE16
ath00480	Bra001931	AT3G24170	GR1
ath01100	Bra001931	AT3G24170	GR1
ath03018	Bra001934	AT3G23990	HSP60
ath04156	Bra001934	AT3G23990	HSP60
ath00970	Bra001942	AT1G48520	GATB
ath01100	Bra001942	AT1G48520	GATB
ath03440	Bra001944	AT3G24340	CHR40
ath00280	Bra001946	AT3G24360	AT3G24360
ath00410	Bra001946	AT3G24360	AT3G24360
ath00640	Bra001946	AT3G24360	AT3G24360
ath01100	Bra001946	AT3G24360	AT3G24360
ath01200	Bra001946	AT3G24360	AT3G24360
ath00940	Bra001952	AT3G24503	ALDH2C4
ath01110	Bra001952	AT3G24503	ALDH2C4
ath00062	Bra001974	AT2G16280	KCS9
ath01100	Bra001974	AT2G16280	KCS9
ath01110	Bra001974	AT2G16280	KCS9
ath04626	Bra001974	AT2G16280	KCS9
ath00230	Bra001980	AT2G16570	ASE1
ath00250	Bra001980	AT2G16570	ASE1
ath01100	Bra001980	AT2G16570	ASE1
ath01110	Bra001980	AT2G16570	ASE1
ath04141	Bra001982	AT2G16595	AT2G16595
ath00940	Bra001986	AT5G42180	PER64
ath01100	Bra001986	AT5G42180	PER64
ath01110	Bra001986	AT5G42180	PER64
ath03040	Bra001999	AT2G16860	AT2G16860
ath04120	Bra002005	AT2G16920	UBC23
ath00020	Bra002023	AT2G17130	IDH2
ath01100	Bra002023	AT2G17130	IDH2
ath01110	Bra002023	AT2G17130	IDH2
ath01200	Bra002023	AT2G17130	IDH2
ath01210	Bra002023	AT2G17130	IDH2
ath01230	Bra002023	AT2G17130	IDH2
ath04141	Bra002028	AT2G17200	DSK2
ath00260	Bra002047	AT2G17265	HSK
ath00270	Bra002047	AT2G17265	HSK
ath01100	Bra002047	AT2G17265	HSK
ath01110	Bra002047	AT2G17265	HSK
ath01230	Bra002047	AT2G17265	HSK
ath00900	Bra002053	AT2G17370	HMG2
ath01100	Bra002053	AT2G17370	HMG2
ath01110	Bra002053	AT2G17370	HMG2
ath04142	Bra002054	AT2G17380	AP19
ath04075	Bra002090	AT2G17770	BZIP27
ath04142	Bra002092	AT2G17790	VPS35A
ath04144	Bra002092	AT2G17790	VPS35A
ath04144	Bra002096	AT2G17840	ERD7
ath00310	Bra002100	AT2G17900	SDG37
ath01100	Bra002100	AT2G17900	SDG37
ath00541	Bra002104	AT5G17770	CBR
ath00400	Bra002119	AT5G17990	TRP1
ath01100	Bra002119	AT5G17990	TRP1
ath01110	Bra002119	AT5G17990	TRP1
ath01230	Bra002119	AT5G17990	TRP1
ath00520	Bra002129	AT5G18070	DRT101
ath01100	Bra002129	AT5G18070	DRT101
ath01250	Bra002129	AT5G18070	DRT101
ath04075	Bra002131	AT5G18030	AT5G18030
ath04146	Bra002133	AT5G18100	CSD3
ath00220	Bra002139	AT5G18170	GDH1
ath00250	Bra002139	AT5G18170	GDH1
ath00910	Bra002139	AT5G18170	GDH1
ath01100	Bra002139	AT5G18170	GDH1
ath01200	Bra002139	AT5G18170	GDH1
ath00052	Bra002141	AT5G18200	AT5G18200
ath00520	Bra002141	AT5G18200	AT5G18200
ath01100	Bra002141	AT5G18200	AT5G18200
ath01250	Bra002141	AT5G18200	AT5G18200
ath00061	Bra002142	AT5G18210	AT5G18210
ath00780	Bra002142	AT5G18210	AT5G18210
ath01100	Bra002142	AT5G18210	AT5G18210
ath01110	Bra002142	AT5G18210	AT5G18210
ath01212	Bra002142	AT5G18210	AT5G18210
ath01240	Bra002142	AT5G18210	AT5G18210
ath00230	Bra002150	AT5G18280	APY2
ath00240	Bra002150	AT5G18280	APY2
ath01100	Bra002150	AT5G18280	APY2
ath01110	Bra002150	AT5G18280	APY2
ath01232	Bra002150	AT5G18280	APY2
ath03015	Bra002158	AT5G18440	NUFIP
ath00909	Bra002165	AT5G44630	AT5G44630
ath03082	Bra002173	AT5G18620	CHR17
ath00860	Bra002177	AT5G18660	PCB2
ath01100	Bra002177	AT5G18660	PCB2
ath01110	Bra002177	AT5G18660	PCB2
ath00190	Bra002186	AT5G18800	AT5G18800
ath01100	Bra002186	AT5G18800	AT5G18800
ath00330	Bra002192	AT5G18900	AT5G18900
ath01100	Bra002192	AT5G18900	AT5G18900
ath00270	Bra002194	AT5G18930	BUD2
ath00330	Bra002194	AT5G18930	BUD2
ath01100	Bra002194	AT5G18930	BUD2
ath01110	Bra002194	AT5G18930	BUD2
ath00908	Bra002204	AT5G19040	IPT5
ath01100	Bra002204	AT5G19040	IPT5
ath01110	Bra002204	AT5G19040	IPT5
ath00563	Bra002215	AT5G19130	AT5G19130
ath01100	Bra002215	AT5G19130	AT5G19130
ath04120	Bra002219	AT5G19180	ECR1
ath03013	Bra002227	AT5G19320	RANGAP2
ath03015	Bra002233	AT5G19400	SMG7
ath02010	Bra002234	AT5G19410	ABCG23
ath04981	Bra002234	AT5G19410	ABCG23
ath00940	Bra002236	AT5G19440	AT5G19440
ath01100	Bra002236	AT5G19440	AT5G19440
ath01110	Bra002236	AT5G19440	AT5G19440
ath04144	Bra002249	AT5G19610	GNL2
ath00040	Bra002257	AT5G19730	AT5G19730
ath01100	Bra002257	AT5G19730	AT5G19730
ath04145	Bra002261	AT5G19770	TUA3
ath04517	Bra002261	AT5G19770	TUA3
ath04814	Bra002261	AT5G19770	TUA3
ath00940	Bra002270	AT5G19880	AT5G19880
ath01100	Bra002270	AT5G19880	AT5G19880
ath01110	Bra002270	AT5G19880	AT5G19880
ath03050	Bra002279	AT5G19990	RPT6A
ath00052	Bra002286	AT5G20250	DIN10
ath01100	Bra002286	AT5G20250	DIN10
ath00500	Bra002289	AT5G20280	SPS1F
ath01100	Bra002289	AT5G20280	SPS1F
ath01110	Bra002289	AT5G20280	SPS1F
ath03010	Bra002290	AT5G20290	AT5G20290
ath03440	Bra002302	AT5G20420	CHR42
ath04626	Bra002305	AT5G20480	EFR
ath04075	Bra002338	AT5G20900	JAZ12
ath04156	Bra002341	AT5G20920	EIF2_BETA
ath00380	Bra002347	AT5G20960	AO1
ath01100	Bra002347	AT5G20960	AO1
ath04016	Bra002358	AT5G21120	EIL2
ath04075	Bra002358	AT5G21120	EIL2
ath00908	Bra002371	AT5G21482	CKX7
ath01110	Bra002371	AT5G21482	CKX7
ath04016	Bra002374	AT5G21930	PAA2
ath03018	Bra002400	AT5G22250	CAF1b
ath03082	Bra002406	AT5G22330	RIN1
ath03010	Bra002411	AT5G22440	AT5G22440
ath03410	Bra002414	AT5G22470	AT5G22470
ath00073	Bra002416	AT5G22500	FAR1
ath01110	Bra002416	AT5G22500	FAR1
ath04146	Bra002416	AT5G22500	FAR1
ath00052	Bra002417	AT5G22510	INV-E
ath00500	Bra002417	AT5G22510	INV-E
ath01100	Bra002417	AT5G22510	INV-E
ath01110	Bra002417	AT5G22510	INV-E
ath00400	Bra002423	AT5G22630	ADT5
ath01100	Bra002423	AT5G22630	ADT5
ath01110	Bra002423	AT5G22630	ADT5
ath01230	Bra002423	AT5G22630	ADT5
ath04142	Bra002427	AT5G22780	AT5G22780
ath04144	Bra002427	AT5G22780	AT5G22780
ath00910	Bra002451	AT5G60780	NRT2.3
ath00910	Bra002453	AT5G60770	NRT2.4
ath03010	Bra002460	AT5G60670	AT5G60670
ath04141	Bra002464	AT5G60640	PDIL1-4
ath00900	Bra002468	AT5G60600	HDS
ath01100	Bra002468	AT5G60600	HDS
ath01110	Bra002468	AT5G60600	HDS
ath00750	Bra002473	AT5G60540	PDX2
ath01100	Bra002473	AT5G60540	PDX2
ath01240	Bra002473	AT5G60540	PDX2
ath00900	Bra002476	AT5G60510	cPT9
ath01110	Bra002476	AT5G60510	cPT9
ath04075	Bra002479	AT5G60450	ARF4
ath03013	Bra002483	AT1G07930	AT1G07930
ath04142	Bra002485	AT5G60360	ALP
ath00230	Bra002487	AT5G60340	AAK6
ath01100	Bra002487	AT5G60340	AAK6
ath01110	Bra002487	AT5G60340	AAK6
ath01232	Bra002487	AT5G60340	AAK6
ath01240	Bra002487	AT5G60340	AAK6
ath03008	Bra002487	AT5G60340	AAK6
ath04712	Bra002512	AT5G60100	PRR3
ath03013	Bra002519	AT5G59950	AT5G59950
ath03015	Bra002519	AT5G59950	AT5G59950
ath03040	Bra002519	AT5G59950	AT5G59950
ath04144	Bra002527	AT5G59840	AT5G59840
ath04141	Bra002539	AT5G59720	HSP18.2
ath00240	Bra002565	AT5G59440	ZEU1
ath01100	Bra002565	AT5G59440	ZEU1
ath01232	Bra002565	AT5G59440	ZEU1
ath04142	Bra002568	AT5G59420	ORP3C
ath04144	Bra002589	AT5G59150	RABA2D
ath04016	Bra002594	AT5G59220	HAI1
ath04075	Bra002594	AT5G59220	HAI1
ath03022	Bra002595	AT5G59230	AT5G59230
ath00900	Bra002618	AT5G58784	AT5G58784
ath01110	Bra002618	AT5G58784	AT5G58784
ath00562	Bra002622	AT5G58730	Mik
ath01100	Bra002622	AT5G58730	Mik
ath01110	Bra002622	AT5G58730	Mik
ath00562	Bra002626	AT5G58690	PLC5
ath01100	Bra002626	AT5G58690	PLC5
ath04070	Bra002626	AT5G58690	PLC5
ath00900	Bra002637	AT5G58560	FOLK
ath01110	Bra002637	AT5G58560	FOLK
ath03015	Bra002647	AT5G58470	TAF15b
ath03040	Bra002647	AT5G58470	TAF15b
ath03082	Bra002649	AT5G37055	SEF
ath00620	Bra002660	AT5G58330	AT5G58330
ath00710	Bra002660	AT5G58330	AT5G58330
ath01100	Bra002660	AT5G58330	AT5G58330
ath01200	Bra002660	AT5G58330	AT5G58330
ath02010	Bra002664	AT5G58270	ABCB25
ath00230	Bra002666	AT5G58240	FHIT
ath01100	Bra002666	AT5G58240	FHIT
ath03082	Bra002667	AT5G58230	MSI1
ath03083	Bra002667	AT5G58230	MSI1
ath00500	Bra002673	AT5G58090	AT5G58090
ath01100	Bra002673	AT5G58090	AT5G58090
ath04130	Bra002675	AT5G58060	YKT61
ath03050	Bra002684	AT5G57950	AT5G57950
ath00040	Bra002710	AT5G57655	AT5G57655
ath00051	Bra002710	AT5G57655	AT5G57655
ath01100	Bra002710	AT5G57655	AT5G57655
ath00780	Bra002715	AT5G57590	BIO1
ath01100	Bra002715	AT5G57590	BIO1
ath01240	Bra002715	AT5G57590	BIO1
ath04075	Bra002719	AT5G57560	TCH4
ath00561	Bra002728	AT5G57440	GS1
ath01100	Bra002728	AT5G57440	GS1
ath01110	Bra002728	AT5G57440	GS1
ath00190	Bra002733	AT5G57350	HA3
ath01100	Bra002733	AT5G57350	HA3
ath04075	Bra002733	AT5G57350	HA3
ath00130	Bra002740	AT5G57300	AT5G57300
ath01100	Bra002740	AT5G57300	AT5G57300
ath01110	Bra002740	AT5G57300	AT5G57300
ath01240	Bra002740	AT5G57300	AT5G57300
ath00350	Bra002753	AT5G57170	AT5G57170
ath00360	Bra002753	AT5G57170	AT5G57170
ath01100	Bra002753	AT5G57170	AT5G57170
ath03450	Bra002755	AT5G57160	ATLIG4
ath04016	Bra002766	AT5G57050	ABI2
ath04075	Bra002766	AT5G57050	ABI2
ath00906	Bra002769	AT5G57030	LUT2
ath01100	Bra002769	AT5G57030	LUT2
ath01110	Bra002769	AT5G57030	LUT2
ath04075	Bra002788	AT5G56860	GNC
ath00270	Bra002793	AT5G56760	SERAT1
ath00543	Bra002793	AT5G56760	SERAT1
ath00920	Bra002793	AT5G56760	SERAT1
ath01100	Bra002793	AT5G56760	SERAT1
ath01110	Bra002793	AT5G56760	SERAT1
ath01200	Bra002793	AT5G56760	SERAT1
ath01230	Bra002793	AT5G56760	SERAT1
ath00020	Bra002797	AT5G56720	c-NAD-MDH3
ath00270	Bra002797	AT5G56720	c-NAD-MDH3
ath00566	Bra002797	AT5G56720	c-NAD-MDH3
ath00620	Bra002797	AT5G56720	c-NAD-MDH3
ath00630	Bra002797	AT5G56720	c-NAD-MDH3
ath00710	Bra002797	AT5G56720	c-NAD-MDH3
ath01100	Bra002797	AT5G56720	c-NAD-MDH3
ath01110	Bra002797	AT5G56720	c-NAD-MDH3
ath01200	Bra002797	AT5G56720	c-NAD-MDH3
ath00970	Bra002799	AT5G56680	SYNC1
ath00010	Bra002801	AT5G56630	PFK7
ath00030	Bra002801	AT5G56630	PFK7
ath00051	Bra002801	AT5G56630	PFK7
ath00052	Bra002801	AT5G56630	PFK7
ath01100	Bra002801	AT5G56630	PFK7
ath01110	Bra002801	AT5G56630	PFK7
ath01200	Bra002801	AT5G56630	PFK7
ath01230	Bra002801	AT5G56630	PFK7
ath03018	Bra002801	AT5G56630	PFK7
ath04148	Bra002806	AT5G56580	MKK6
ath04517	Bra002806	AT5G56580	MKK6
ath04519	Bra002806	AT5G56580	MKK6
ath04620	Bra002806	AT5G56580	MKK6
ath04626	Bra002806	AT5G56580	MKK6
ath00053	Bra002814	AT1G32300	GulLO1
ath01100	Bra002814	AT1G32300	GulLO1
ath01240	Bra002814	AT1G32300	GulLO1
ath00010	Bra002822	AT5G56350	AT5G56350
ath00620	Bra002822	AT5G56350	AT5G56350
ath01100	Bra002822	AT5G56350	AT5G56350
ath01110	Bra002822	AT5G56350	AT5G56350
ath01200	Bra002822	AT5G56350	AT5G56350
ath01230	Bra002822	AT5G56350	AT5G56350
ath04626	Bra002828	AT5G56270	WRKY2
ath03013	Bra002845	AT5G56130	TEX1
ath03040	Bra002845	AT5G56130	TEX1
ath00190	Bra002848	AT5G56090	COX15
ath00860	Bra002848	AT5G56090	COX15
ath01100	Bra002848	AT5G56090	COX15
ath01110	Bra002848	AT5G56090	COX15
ath01240	Bra002848	AT5G56090	COX15
ath00520	Bra002849	AT3G42850	AT3G42850
ath01100	Bra002849	AT3G42850	AT3G42850
ath01250	Bra002849	AT3G42850	AT3G42850
ath03015	Bra002879	AT5G55670	AT5G55670
ath03250	Bra002879	AT5G55670	AT5G55670
ath00040	Bra002891	AT5G55590	QRT1
ath01100	Bra002891	AT5G55590	QRT1
ath00073	Bra002910	AT5G55350	AT5G55350
ath01110	Bra002910	AT5G55350	AT5G55350
ath04122	Bra002930	AT5G55130	CNX5
ath00020	Bra002934	AT5G55070	AT5G55070
ath00310	Bra002934	AT5G55070	AT5G55070
ath00380	Bra002934	AT5G55070	AT5G55070
ath00785	Bra002934	AT5G55070	AT5G55070
ath01100	Bra002934	AT5G55070	AT5G55070
ath01110	Bra002934	AT5G55070	AT5G55070
ath01200	Bra002934	AT5G55070	AT5G55070
ath01210	Bra002934	AT5G55070	AT5G55070
ath00010	Bra002942	AT5G54960	PDC2
ath01100	Bra002942	AT5G54960	PDC2
ath01110	Bra002942	AT5G54960	PDC2
ath00260	Bra002954	AT5G54810	TSB1
ath00400	Bra002954	AT5G54810	TSB1
ath01100	Bra002954	AT5G54810	TSB1
ath01110	Bra002954	AT5G54810	TSB1
ath01230	Bra002954	AT5G54810	TSB1
ath00730	Bra002957	AT5G54770	THI1
ath01100	Bra002957	AT5G54770	THI1
ath01240	Bra002957	AT5G54770	THI1
ath03082	Bra002970	AT5G54640	RAT5
ath03010	Bra002973	AT5G54600	RPL24
ath00460	Bra002978	AT5G54570	BGLU41
ath00500	Bra002978	AT5G54570	BGLU41
ath00999	Bra002978	AT5G54570	BGLU41
ath01100	Bra002978	AT5G54570	BGLU41
ath01110	Bra002978	AT5G54570	BGLU41
ath00196	Bra002999	AT5G54270	LHCB3
ath01100	Bra002999	AT5G54270	LHCB3
ath03440	Bra003000	AT5G54260	MRE11
ath03450	Bra003000	AT5G54260	MRE11
ath00860	Bra003004	AT5G54190	PORA
ath01100	Bra003004	AT5G54190	PORA
ath01110	Bra003004	AT5G54190	PORA
ath03020	Bra003013	AT4G14520	AT4G14520
ath04075	Bra003026	AT5G53890	PSKR2
ath00270	Bra003029	AT5G53850	AT5G53850
ath01100	Bra003029	AT5G53850	AT5G53850
ath03018	Bra003035	AT5G53770	AT5G53770
ath00750	Bra003045	AT5G53580	PLR1
ath01100	Bra003045	AT5G53580	PLR1
ath04142	Bra003049	AT5G53530	VPS26A
ath04144	Bra003049	AT5G53530	VPS26A
ath03013	Bra003054	AT5G53480	AT5G53480
ath03083	Bra003066	AT5G53300	UBC10
ath04120	Bra003066	AT5G53300	UBC10
ath04141	Bra003066	AT5G53300	UBC10
ath04136	Bra003091	AT5G53000	TAP46
ath00906	Bra003121	AT5G52570	BETA-OHASE_2
ath01100	Bra003121	AT5G52570	BETA-OHASE_2
ath01110	Bra003121	AT5G52570	BETA-OHASE_2
ath04141	Bra003123	AT3G53230	AtCDC48B
ath00360	Bra003126	AT3G53260	PAL2
ath00940	Bra003126	AT3G53260	PAL2
ath01100	Bra003126	AT3G53260	PAL2
ath01110	Bra003126	AT3G53260	PAL2
ath02010	Bra003137	AT3G53480	ABCG37
ath03010	Bra003155	AT3G53740	AT3G53740
ath03050	Bra003162	AT3G53970	AT3G53970
ath03010	Bra003176	AT3G54210	AT3G54210
ath04130	Bra003177	AT3G54300	VAMP727
ath04142	Bra003177	AT3G54300	VAMP727
ath04145	Bra003177	AT3G54300	VAMP727
ath00240	Bra003186	AT3G54470	AT3G54470
ath01100	Bra003186	AT3G54470	AT3G54470
ath01240	Bra003186	AT3G54470	AT3G54470
ath00620	Bra003190	AT3G54600	DJ1F
ath01100	Bra003190	AT3G54600	DJ1F
ath00541	Bra003192	AT3G54690	SETH3
ath01100	Bra003192	AT3G54690	SETH3
ath01250	Bra003192	AT3G54690	SETH3
ath00196	Bra003198	AT3G54890	LHCA1
ath01100	Bra003198	AT3G54890	LHCA1
ath00230	Bra003204	AT3G55010	PUR5
ath01100	Bra003204	AT3G55010	PUR5
ath01110	Bra003204	AT3G55010	PUR5
ath00860	Bra003256	AT3G56940	CRD1
ath01100	Bra003256	AT3G56940	CRD1
ath01110	Bra003256	AT3G56940	CRD1
ath04075	Bra003265	AT3G57040	ARR9
ath00100	Bra003269	AT3G57140	SDP1-LIKE
ath00561	Bra003269	AT3G57140	SDP1-LIKE
ath00564	Bra003269	AT3G57140	SDP1-LIKE
ath00565	Bra003269	AT3G57140	SDP1-LIKE
ath00590	Bra003269	AT3G57140	SDP1-LIKE
ath00591	Bra003269	AT3G57140	SDP1-LIKE
ath00592	Bra003269	AT3G57140	SDP1-LIKE
ath01100	Bra003269	AT3G57140	SDP1-LIKE
ath01110	Bra003269	AT3G57140	SDP1-LIKE
ath03008	Bra003270	AT3G57150	NAP57
ath00040	Bra003286	AT3G57510	ADPG1
ath01100	Bra003286	AT3G57510	ADPG1
ath04075	Bra003287	AT3G57530	CPK32
ath04626	Bra003287	AT3G57530	CPK32
ath04141	Bra003314	AT3G58030	AT3G58030
ath00563	Bra003321	AT3G58130	AT3G58130
ath01100	Bra003321	AT3G58130	AT3G58130
ath03018	Bra003342	AT3G58560	AT3G58560
ath00564	Bra003358	AT3G58830	AT3G58830
ath01100	Bra003358	AT3G58830	AT3G58830
ath03013	Bra003360	AT3G59020	AT3G59020
ath00330	Bra003362	AT3G59050	PAO3
ath00410	Bra003362	AT3G59050	PAO3
ath00770	Bra003362	AT3G59050	PAO3
ath01100	Bra003362	AT3G59050	PAO3
ath04626	Bra003376	AT3G59440	AT3G59440
ath03010	Bra003383	AT3G59650	AT3G59650
ath03018	Bra003391	AT2G43810	LSM6B
ath03040	Bra003391	AT2G43810	LSM6B
ath00670	Bra003397	AT3G59970	MTHFR1
ath01100	Bra003397	AT3G59970	MTHFR1
ath01200	Bra003397	AT3G59970	MTHFR1
ath03008	Bra003407	AT3G60250	CKB3
ath03083	Bra003407	AT3G60250	CKB3
ath04712	Bra003407	AT3G60250	CKB3
ath00062	Bra003408	AT3G60340	AT3G60340
ath01100	Bra003408	AT3G60340	AT3G60340
ath01212	Bra003408	AT3G60340	AT3G60340
ath04142	Bra003408	AT3G60340	AT3G60340
ath00280	Bra003417	AT3G60510	AT3G60510
ath00410	Bra003417	AT3G60510	AT3G60510
ath00640	Bra003417	AT3G60510	AT3G60510
ath01100	Bra003417	AT3G60510	AT3G60510
ath01200	Bra003417	AT3G60510	AT3G60510
ath03010	Bra003427	AT4G00100	RPS13A
ath02010	Bra003445	AT4G01830	ABCB5
ath00770	Bra003453	AT3G61530	PANB2
ath01100	Bra003453	AT3G61530	PANB2
ath01110	Bra003453	AT3G61530	PANB2
ath01240	Bra003453	AT3G61530	PANB2
ath00010	Bra003460	AT3G61610	AT3G61610
ath01100	Bra003460	AT3G61610	AT3G61610
ath01110	Bra003460	AT3G61610	AT3G61610
ath04136	Bra003466	AT3G61710	ATG6
ath04145	Bra003466	AT3G61710	ATG6
ath04120	Bra003473	AT3G61790	AT3G61790
ath03420	Bra003474	AT3G61800	AT3G61800
ath04075	Bra003484	AT3G62100	IAA30
ath00270	Bra003488	AT3G62130	LCD
ath01100	Bra003488	AT3G62130	LCD
ath02010	Bra003490	AT3G62150	ABCB21
ath00480	Bra003522	AT3G63080	GPX5
ath01100	Bra003522	AT3G63080	GPX5
ath00130	Bra003524	AT3G63410	APG1
ath01100	Bra003524	AT3G63410	APG1
ath01110	Bra003524	AT3G63410	APG1
ath01240	Bra003524	AT3G63410	APG1
ath00591	Bra003526	AT3G45140	LOX2
ath00592	Bra003526	AT3G45140	LOX2
ath01100	Bra003526	AT3G45140	LOX2
ath01110	Bra003526	AT3G45140	LOX2
ath02010	Bra003527	AT1G59870	PEN3
ath00740	Bra003531	AT1G79790	FHY1
ath01100	Bra003531	AT1G79790	FHY1
ath01110	Bra003531	AT1G79790	FHY1
ath01240	Bra003531	AT1G79790	FHY1
ath04146	Bra003533	AT1G79810	TED3
ath00260	Bra003537	AT1G79870	AT1G79870
ath00630	Bra003537	AT1G79870	AT1G79870
ath01100	Bra003537	AT1G79870	AT1G79870
ath01110	Bra003537	AT1G79870	AT1G79870
ath01200	Bra003537	AT1G79870	AT1G79870
ath03060	Bra003539	AT1G79940	ATERDJ2A
ath04141	Bra003539	AT1G79940	ATERDJ2A
ath00230	Bra003547	AT1G80050	APT2
ath01100	Bra003547	AT1G80050	APT2
ath01232	Bra003547	AT1G80050	APT2
ath04075	Bra003551	AT1G80100	HP6
ath03440	Bra003556	AT1G80210	BRCC36A
ath00260	Bra003564	AT1G80380	AT1G80380
ath00561	Bra003564	AT1G80380	AT1G80380
ath00630	Bra003564	AT1G80380	AT1G80380
ath01100	Bra003564	AT1G80380	AT1G80380
ath01110	Bra003564	AT1G80380	AT1G80380
ath01200	Bra003564	AT1G80380	AT1G80380
ath03013	Bra003578	AT1G80680	SAR3
ath03010	Bra003583	AT1G80750	AT1G80750
ath04145	Bra003591	AT1G80910	AT1G80910
ath00564	Bra003595	AT1G80950	AT1G80950
ath00565	Bra003595	AT1G80950	AT1G80950
ath01100	Bra003595	AT1G80950	AT1G80950
ath03420	Bra003599	AT1G79650	RAD23B
ath04141	Bra003599	AT1G79650	RAD23B
ath00010	Bra003606	AT1G79530	GAPCP-1
ath00710	Bra003606	AT1G79530	GAPCP-1
ath01100	Bra003606	AT1G79530	GAPCP-1
ath01110	Bra003606	AT1G79530	GAPCP-1
ath01200	Bra003606	AT1G79530	GAPCP-1
ath01230	Bra003606	AT1G79530	GAPCP-1
ath00541	Bra003608	AT1G79500	AtkdsA1
ath01100	Bra003608	AT1G79500	AtkdsA1
ath01250	Bra003608	AT1G79500	AtkdsA1
ath04148	Bra003610	AT1G79450	ALIS5
ath00270	Bra003617	AT1G79230	MST1
ath00920	Bra003617	AT1G79230	MST1
ath01100	Bra003617	AT1G79230	MST1
ath04122	Bra003617	AT1G79230	MST1
ath03018	Bra003622	AT1G79090	AT1G79090
ath00195	Bra003624	AT1G79040	PSBR
ath01100	Bra003624	AT1G79040	PSBR
ath00190	Bra003633	AT1G78900	VHA-A
ath01100	Bra003633	AT1G78900	VHA-A
ath04142	Bra003633	AT1G78900	VHA-A
ath04145	Bra003633	AT1G78900	VHA-A
ath00480	Bra003644	AT1G78380	GSTU19
ath01100	Bra003644	AT1G78380	GSTU19
ath00480	Bra003645	AT1G78370	GSTU20
ath01100	Bra003645	AT1G78370	GSTU20
ath00480	Bra003646	AT1G78340	GSTU22
ath01100	Bra003646	AT1G78340	GSTU22
ath00480	Bra003647	AT1G78320	GSTU23
ath01100	Bra003647	AT1G78320	GSTU23
ath04519	Bra003649	AT1G78300	GRF2
ath04016	Bra003650	AT1G78290	SNRK2-8
ath04075	Bra003650	AT1G78290	SNRK2-8
ath03010	Bra003662	AT1G77940	AT1G77940
ath04075	Bra003665	AT1G77850	ARF17
ath00910	Bra003670	AT1G77760	NIA1
ath01100	Bra003670	AT1G77760	NIA1
ath01310	Bra003670	AT1G77760	NIA1
ath04075	Bra003674	AT1G77690	LAX3
ath00270	Bra003675	AT1G77670	AT1G77670
ath01100	Bra003675	AT1G77670	AT1G77670
ath00061	Bra003678	AT1G77590	LACS9
ath00071	Bra003678	AT1G77590	LACS9
ath01100	Bra003678	AT1G77590	LACS9
ath01212	Bra003678	AT1G77590	LACS9
ath04146	Bra003678	AT1G77590	LACS9
ath03030	Bra003683	AT1G77470	RFC3
ath03410	Bra003683	AT1G77470	RFC3
ath03420	Bra003683	AT1G77470	RFC3
ath03430	Bra003683	AT1G77470	RFC3
ath00270	Bra003687	AT1G77330	AT1G77330
ath01100	Bra003687	AT1G77330	AT1G77330
ath01110	Bra003687	AT1G77330	AT1G77330
ath04120	Bra003692	AT1G77000	SKP2B
ath03018	Bra003705	AT1G76860	LSM3B
ath03040	Bra003705	AT1G76860	LSM3B
ath00670	Bra003710	AT1G76730	COG0212
ath01100	Bra003710	AT1G76730	COG0212
ath04981	Bra003710	AT1G76730	COG0212
ath04626	Bra003712	AT1G76650	CML38
ath03083	Bra003735	AT1G75950	SKP1
ath04120	Bra003735	AT1G75950	SKP1
ath04141	Bra003735	AT1G75950	SKP1
ath00620	Bra003738	AT1G79750	NADP-ME4
ath00710	Bra003738	AT1G79750	NADP-ME4
