kegg_id,symbol,brapa_gene,arabidopsis_agi
ath:AT4G02405,AT4G02405,Bra000882,AT4G02405
ath:AT4G02390,PARP2,Bra000883,AT4G02390
ath:AT4G02380,SAG21,Bra000884,AT4G02380
ath:AT4G02170,AT4G02170,Bra000890,AT4G02170
ath:AT4G19760,AT4G19760,Bra000892,AT4G19760
ath:AT4G02100,AT4G02100,Bra000893,AT4G02100
ath:AT4G02080,SAR2,Bra000895,AT4G02080
ath:AT4G02070,MSH6,Bra000896,AT4G02070
ath:AT4G02060,PRL,Bra000897,AT4G02060
ath:AT4G02050,STP7,Bra000898,AT4G02050
ath:AT4G02010,AT4G02010,Bra000900,AT4G02010
ath:AT4G01995,AT4G01995,Bra000901,AT4G01995
ath:AT4G01990,AT4G01990,Bra000902,AT4G01990
ath:AT4G01950,GPAT3,Bra000903,AT4G01950
ath:AT4G01940,NFU1,Bra000905,AT4G01940
ath:AT4G01900,GLB1,Bra000908,AT4G01900
ath:AT4G01897,AT4G01897,Bra000909,AT4G01897
ath:AT4G01895,AT4G01895,Bra000910,AT4G01895
ath:AT4G01890,AT4G01890,Bra000911,AT4G01890
ath:AT4G01880,AT4G01880,Bra000912,AT4G01880
ath:AT4G01870,AT4G01870,Bra000913,AT4G01870
ath:AT4G01850,SAM-2,Bra000914,AT4G01850
ath:AT4G01800,AGY1,Bra000915,AT4G01800
ath:AT4G01790,AT4G01790,Bra000916,AT4G01790
ath:AT4G01650,AT4G01650,Bra000919,AT4G01650
ath:AT4G01630,EXPA17,Bra000920,AT4G01630
ath:AT4G01575,AT4G01575,Bra000921,AT4G01575
ath:AT4G01450,UMAMIT30,Bra000923,AT4G01450
ath:AT4G01395,AT4G01395,Bra000928,AT4G01395
ath:AT4G00820,iqd17,Bra000930,AT4G00820
ath:AT4G00840,AT4G00840,Bra000932,AT4G00840
ath:AT4G00910,AT4G00910,Bra000933,AT4G00910
ath:AT4G01010,CNGC13,Bra000937,AT4G01010
ath:AT4G01026,PYL7,Bra000938,AT4G01026
ath:AT4G01040,AT4G01040,Bra000939,AT4G01040
ath:AT4G01060,CPL3,Bra000941,AT4G01060
ath:AT4G01090,AT4G01090,Bra000943,AT4G01090
ath:AT4G01150,AT4G01150,Bra000947,AT4G01150
ath:AT4G01210,AT4G01210,Bra000949,AT4G01210
ath:AT4G01220,MGP4,Bra000950,AT4G01220
ath:AT4G01310,AT4G01310,Bra000953,AT4G01310
ath:AT4G01320,ATSTE24,Bra000954,AT4G01320
ath:AT4G01370,MPK4,Bra000955,AT4G01370
ath:AT4G00770,TRM9,Bra000956,AT4G00770
ath:AT4G00752,AT4G00752,Bra000958,AT4G00752
ath:AT4G00740,QUA3,Bra000959,AT4G00740
ath:AT4G00660,RH8,Bra000965,AT4G00660
ath:AT4G00570,NAD-ME2,Bra000967,AT4G00570
ath:AT4G00525,AT4G00525,Bra000968,AT4G00525
ath:AT4G00500,AT4G00500,Bra000969,AT4G00500
ath:AT4G00480,ATMYC1,Bra000970,AT4G00480
ath:AT4G00460,ROPGEF3,Bra000971,AT4G00460
ath:AT4G00450,CCT,Bra000972,AT4G00450
ath:AT4G00430,PIP1,Bra000974,AT4G00430
ath:AT4G00355,ATI2,Bra000977,AT4G00355
ath:AT4G00170,AT4G00170,Bra000978,AT4G00170
ath:AT4G00120,IND,Bra000979,AT4G00120
ath:AT3G02000,ROXY1,Bra000980,AT3G02000
ath:AT3G01990,ACR6,Bra000981,AT3G01990
ath:AT3G01860,AT3G01860,Bra000984,AT3G01860
ath:AT3G01830,AT3G01830,Bra000985,AT3G01830
ath:AT3G01820,AT3G01820,Bra000986,AT3G01820
ath:AT3G01810,AT3G01810,Bra000987,AT3G01810
ath:AT3G01800,AT3G01800,Bra000988,AT3G01800
ath:AT3G01790,AT3G01790,Bra000989,AT3G01790
ath:AT3G01750,AT3G01750,Bra000990,AT3G01750
ath:AT3G01740,AT3G01740,Bra000991,AT3G01740
ath:AT3G01720,AT3G01720,Bra000993,AT3G01720
ath:AT5G14380,AGP6,Bra000995,AT5G14380
ath:AT3G01670,SEOa,Bra000996,AT3G01670
ath:AT3G01640,GLCAK,Bra000998,AT3G01640
ath:AT3G01610,CDC48C,Bra000999,AT3G01610
ath:AT3G01590,AT3G01590,Bra001000,AT3G01590
ath:AT3G01580,AT3G01580,Bra001001,AT3G01580
ath:AT3G01570,AT3G01570,Bra001002,AT3G01570
ath:AT3G01550,PPT2,Bra001003,AT3G01550
ath:AT3G01540,DRH1,Bra001004,AT3G01540
ath:AT3G01530,MYB57,Bra001005,AT3G01530
ath:AT3G01400,AT3G01400,Bra001006,AT3G01400
ath:AT3G01270,AT3G01270,Bra001011,AT3G01270
ath:AT3G01210,AT3G01210,Bra001017,AT3G01210
ath:AT5G15320,AT5G15320,Bra001019,AT5G15320
ath:AT3G01120,MTO1,Bra001020,AT3G01120
ath:AT3G01085,AT3G01085,Bra001023,AT3G01085
ath:AT3G01050,MUB1,Bra001024,AT3G01050
ath:AT3G01030,AT3G01030,Bra001026,AT3G01030
ath:AT3G01015,AT3G01015,Bra001027,AT3G01015
ath:AT3G02140,TMAC2,Bra001031,AT3G02140
ath:AT3G02170,LNG2,Bra001034,AT3G02170
ath:AT3G02180,SP1L3,Bra001035,AT3G02180
ath:AT3G02250,AT3G02250,Bra001038,AT3G02250
ath:AT3G02280,AT3G02280,Bra001039,AT3G02280
ath:AT3G02460,AT3G02460,Bra001045,AT3G02460
ath:AT3G02470,SAMDC,Bra001046,AT3G02470
ath:AT3G02490,AT3G02490,Bra001047,AT3G02490
ath:AT3G02500,AT3G02500,Bra001048,AT3G02500
ath:AT3G02540,RAD23C,Bra001050,AT3G02540
ath:AT3G02630,AT3G02630,Bra001057,AT3G02630
ath:AT3G02760,AT3G02760,Bra001061,AT3G02760
ath:AT3G02780,IPP2,Bra001063,AT3G02780
ath:AT3G02810,AT3G02810,Bra001065,AT3G02810
ath:AT3G02970,EXL6,Bra001070,AT3G02970
ath:AT3G03160,AT3G03160,Bra001074,AT3G03160
ath:AT3G03170,AT3G03170,Bra001075,AT3G03170
ath:AT3G03470,CYP89A9,Bra001078,AT3G03470
ath:AT3G03490,PEX19-1,Bra001079,AT3G03490
ath:AT3G03550,AT3G03550,Bra001080,AT3G03550
ath:AT3G03560,AT3G03560,Bra001082,AT3G03560
ath:AT3G03570,AT3G03570,Bra001083,AT3G03570
ath:AT3G03670,AT3G03670,Bra001084,AT3G03670
ath:AT3G03710,RIF10,Bra001085,AT3G03710
ath:AT3G03770,AT3G03770,Bra001089,AT3G03770
ath:AT3G03780,MS2,Bra001090,AT3G03780
ath:AT3G03860,APRL5,Bra001092,AT3G03860
ath:AT4G04220,RLP46,Bra001093,AT4G04220
ath:AT3G04050,AT3G04050,Bra001095,AT3G04050
ath:AT3G04160,AT3G04160,Bra001096,AT3G04160
ath:AT3G04150,AT3G04150,Bra001097,AT3G04150
ath:AT3G04280,RR22,Bra001099,AT3G04280
ath:AT3G04290,LTL1,Bra001100,AT3G04290
ath:AT3G04310,AT3G04310,Bra001102,AT3G04310
ath:AT3G04480,AT3G04480,Bra001106,AT3G04480
ath:AT3G04620,DAN1,Bra001110,AT3G04620
ath:AT3G04610,FLK,Bra001111,AT3G04610
ath:AT3G04600,AT3G04600,Bra001114,AT3G04600
ath:AT3G04650,AT3G04650,Bra001116,AT3G04650
ath:AT3G04670,WRKY39,Bra001117,AT3G04670
ath:AT3G04680,CLPS3,Bra001118,AT3G04680
ath:AT3G04700,AT3G04700,Bra001119,AT3G04700
ath:AT3G04710,TPR10,Bra001120,AT3G04710
ath:AT3G04720,PR4,Bra001123,AT3G04720
ath:AT3G04810,NEK2,Bra001124,AT3G04810
ath:AT3G04820,AT3G04820,Bra001125,AT3G04820
ath:AT3G04830,AT3G04830,Bra001126,AT3G04830
ath:AT3G04850,AT3G04850,Bra001128,AT3G04850
ath:AT3G04940,CYSD1,Bra001131,AT3G04940
ath:AT3G04950,AT3G04950,Bra001132,AT3G04950
ath:AT3G05010,Cand2,Bra001133,AT3G05010
ath:AT3G05280,AT3G05280,Bra001143,AT3G05280
ath:AT3G05290,PNC1,Bra001144,AT3G05290
ath:AT3G05490,RALFL22,Bra001149,AT3G05490
ath:AT3G05510,AT3G05510,Bra001150,AT3G05510
ath:AT3G05545,AT3G05545,Bra001153,AT3G05545
ath:AT3G05560,AT3G05560,Bra001154,AT3G05560
ath:AT3G05580,TOPP9,Bra001155,AT3G05580
ath:AT3G05590,RPL18,Bra001156,AT3G05590
ath:AT3G05625,AT3G05625,Bra001158,AT3G05625
ath:AT3G05670,AT3G05670,Bra001159,AT3G05670
ath:AT3G05680,EMB2016,Bra001163,AT3G05680
ath:AT3G05690,NF-YA2,Bra001164,AT3G05690
ath:AT3G05840,ATSK12,Bra001169,AT3G05840
ath:AT3G05858,AT3G05858,Bra001170,AT3G05858
ath:AT3G05910,AT3G05910,Bra001172,AT3G05910
ath:AT5G26360,AT5G26360,Bra001174,AT5G26360
ath:AT5G46270,AT5G46270,Bra001175,AT5G46270
ath:AT3G05970,LACS6,Bra001177,AT3G05970
ath:AT3G06020,FAF4,Bra001178,AT3G06020
ath:AT3G06080,TBL10,Bra001182,AT3G06080
ath:AT3G06120,MUTE,Bra001183,AT3G06120
ath:AT3G06190,BPM2,Bra001186,AT3G06190
ath:AT3G06240,AT3G06240,Bra001187,AT3G06240
ath:AT3G06260,GATL4,Bra001188,AT3G06260
ath:AT3G06270,AT3G06270,Bra001189,AT3G06270
ath:AT3G06290,SAC3B,Bra001190,AT3G06290
ath:AT3G06410,AT3G06410,Bra001196,AT3G06410
ath:AT3G06420,ATG8H,Bra001197,AT3G06420
ath:AT3G06450,AT3G06450,Bra001198,AT3G06450
ath:AT3G06480,AT3G06480,Bra001200,AT3G06480
ath:AT3G06483,PDK,Bra001201,AT3G06483
ath:AT3G06530,AT3G06530,Bra001203,AT3G06530
ath:AT4G13010,AT4G13010,Bra001207,AT4G13010
ath:AT3G66652,AT3G66652,Bra001208,AT3G66652
ath:AT3G66656,AGL91,Bra001209,AT3G66656
ath:AT3G06760,AT3G06760,Bra001214,AT3G06760
ath:AT3G06770,AT3G06770,Bra001215,AT3G06770
ath:AT3G06778,AT3G06778,Bra001216,AT3G06778
ath:AT3G06850,BCE2,Bra001220,AT3G06850
ath:AT3G06880,AT3G06880,Bra001223,AT3G06880
ath:AT3G06890,AT3G06890,Bra001224,AT3G06890
ath:AT3G06920,AT3G06920,Bra001225,AT3G06920
ath:AT3G06950,AT3G06950,Bra001227,AT3G06950
ath:AT3G07020,SGT,Bra001229,AT3G07020
ath:AT3G07030,AT3G07030,Bra001230,AT3G07030
ath:AT3G07050,NSN1,Bra001232,AT3G07050
ath:AT3G07080,AT3G07080,Bra001234,AT3G07080
ath:AT3G07195,AT3G07195,Bra001241,AT3G07195
ath:AT3G07255,AT3G07255,Bra001242,AT3G07255
ath:AT3G07330,CSLC6,Bra001246,AT3G07330
ath:AT3G07425,AT3G07425,Bra001251,AT3G07425
ath:AT3G07470,AT3G07470,Bra001253,AT3G07470
ath:AT3G07490,AGD11,Bra001254,AT3G07490
ath:AT3G07600,AT3G07600,Bra001261,AT3G07600
ath:AT3G07640,AT3G07640,Bra001263,AT3G07640
ath:AT3G07840,AT3G07840,Bra001269,AT3G07840
ath:AT3G07860,AT3G07860,Bra001271,AT3G07860
ath:AT3G07870,AT3G07870,Bra001273,AT3G07870
ath:AT3G07890,AT3G07890,Bra001275,AT3G07890
ath:AT3G08010,ATAB2,Bra001281,AT3G08010
ath:AT3G08040,FRD3,Bra001283,AT3G08040
ath:AT3G10180,AT3G10180,Bra001287,AT3G10180
ath:AT3G10140,RECA3,Bra001288,AT3G10140
ath:AT3G10050,OMR1,Bra001289,AT3G10050
ath:AT3G10040,AT3G10040,Bra001290,AT3G10040
ath:AT3G09980,AT3G09980,Bra001292,AT3G09980
ath:AT3G09925,AT3G09925,Bra001294,AT3G09925
ath:AT3G09890,AT3G09890,Bra001295,AT3G09890
ath:AT3G09880,ATB'_BETA,Bra001296,AT3G09880
ath:AT4G08520,AT4G08520,Bra001298,AT4G08520
ath:AT3G09670,AT3G09670,Bra001301,AT3G09670
ath:AT3G09590,AT3G09590,Bra001303,AT3G09590
ath:AT3G09550,AT3G09550,Bra001304,AT3G09550
ath:AT3G09530,EXO70H3,Bra001305,AT3G09530
ath:AT3G09400,PLL3,Bra001308,AT3G09400
ath:AT3G09360,AT3G09360,Bra001312,AT3G09360
ath:AT3G09330,AT3G09330,Bra001315,AT3G09330
ath:AT3G09290,TAC1,Bra001318,AT3G09290
ath:AT3G09280,AT3G09280,Bra001319,AT3G09280
ath:AT3G09260,PYK10,Bra001320,AT3G09260
ath:AT3G09200,AT3G09200,Bra001324,AT3G09200
ath:AT3G09150,HY2,Bra001325,AT3G09150
ath:AT3G09070,OPS,Bra001326,AT3G09070
ath:AT3G09060,AT3G09060,Bra001327,AT3G09060
ath:AT3G09010,AT3G09010,Bra001333,AT3G09010
ath:AT3G08910,AT3G08910,Bra001337,AT3G08910
ath:AT3G08900,RGP3,Bra001338,AT3G08900
ath:AT3G08860,PYD4,Bra001341,AT3G08860
ath:AT3G08850,RAPTOR1,Bra001342,AT3G08850
ath:AT3G08840,AT3G08840,Bra001344,AT3G08840
ath:AT3G08690,UBC11,Bra001347,AT3G08690
ath:AT3G08660,AT3G08660,Bra001349,AT3G08660
ath:AT3G08650,AT3G08650,Bra001350,AT3G08650
ath:AT3G08600,AT3G08600,Bra001352,AT3G08600
ath:AT3G11060,AT3G11060,Bra001353,AT3G11060
ath:AT3G10330,AT3G10330,Bra001354,AT3G10330
ath:AT3G10360,PUM4,Bra001355,AT3G10360
ath:AT3G10390,FLD,Bra001357,AT3G10390
ath:AT3G10405,AT3G10405,Bra001358,AT3G10405
ath:AT3G10410,SCPL49,Bra001359,AT3G10410
ath:AT3G10572,APEM9,Bra001369,AT3G10572
ath:AT1G66245,AT1G66245,Bra001370,AT1G66245
ath:AT3G10640,VPS60.1,Bra001371,AT3G10640
ath:AT3G10650,NUP1,Bra001372,AT3G10650
ath:AT3G10660,CPK2,Bra001373,AT3G10660
ath:AT3G10690,GYRA,Bra001374,AT3G10690
ath:AT3G10780,AT3G10780,Bra001380,AT3G10780
ath:AT3G10986,AT3G10986,Bra001384,AT3G10986
ath:AT3G11070,AT3G11070,Bra001389,AT3G11070
ath:AT3G13590,AT3G13590,Bra001395,AT3G13590
ath:AT3G11230,AT3G11230,Bra001396,AT3G11230
ath:AT3G11330,PIRL9,Bra001399,AT3G11330
ath:AT3G11380,AT3G11380,Bra001400,AT3G11380
ath:AT3G11400,EIF3G1,Bra001401,AT3G11400
ath:AT3G11480,BSMT1,Bra001405,AT3G11480
ath:AT3G11530,AT3G11530,Bra001407,AT3G11530
ath:AT3G11550,CASP2,Bra001409,AT3G11550
ath:AT3G11570,TBL8,Bra001410,AT3G11570
ath:AT3G11620,AT3G11620,Bra001414,AT3G11620
ath:AT3G11720,AT3G11720,Bra001417,AT3G11720
ath:AT3G11730,ATFP8,Bra001418,AT3G11730
ath:AT3G11740,AT3G11740,Bra001419,AT3G11740
ath:AT3G11800,AT3G11800,Bra001421,AT3G11800
ath:AT3G11820,SYP121,Bra001422,AT3G11820
ath:AT3G11900,ANT1,Bra001425,AT3G11900
ath:AT3G11945,HST,Bra001429,AT3G11945
ath:AT3G11950,AT3G11950,Bra001430,AT3G11950
ath:AT4G13090,XTH2,Bra001434,AT4G13090
ath:AT3G12010,AT3G12010,Bra001435,AT3G12010
ath:AT3G12140,EML1,Bra001437,AT3G12140
ath:AT3G12260,AT3G12260,Bra001444,AT3G12260
ath:AT3G12290,AT3G12290,Bra001447,AT3G12290
ath:AT3G12300,BUG22,Bra001448,AT3G12300
ath:AT3G12400,ELC,Bra001451,AT3G12400
ath:AT3G12530,PSF2,Bra001455,AT3G12530
ath:AT3G12540,AT3G12540,Bra001456,AT3G12540
ath:AT3G12610,DRT100,Bra001460,AT3G12610
ath:AT3G12640,AT3G12640,Bra001462,AT3G12640
ath:AT3G12650,AT3G12650,Bra001463,AT3G12650
ath:AT3G12660,FLA14,Bra001464,AT3G12660
ath:AT3G12700,NANA,Bra001466,AT3G12700
ath:AT3G12760,AT3G12760,Bra001468,AT3G12760
ath:AT3G12780,PGK1,Bra001470,AT3G12780
ath:AT3G12800,SDRB,Bra001471,AT3G12800
ath:AT3G12860,AT3G12860,Bra001474,AT3G12860
ath:AT3G12900,AT3G12900,Bra001476,AT3G12900
ath:AT3G12977,AT3G12977,Bra001480,AT3G12977
ath:AT3G13000,AT3G13000,Bra001482,AT3G13000
ath:AT3G13062,AT3G13062,Bra001486,AT3G13062
ath:AT3G13080,ABCC3,Bra001490,AT3G13080
ath:AT3G13160,AT3G13160,Bra001492,AT3G13160
ath:AT3G13227,AT3G13227,Bra001494,AT3G13227
ath:AT3G13229,AT3G13229,Bra001495,AT3G13229
ath:AT3G13235,DDI1,Bra001496,AT3G13235
ath:AT3G13330,PA200,Bra001500,AT3G13330
ath:AT3G13340,AT3G13340,Bra001501,AT3G13340
ath:AT3G13360,WIP3,Bra001502,AT3G13360
ath:AT3G13390,sks11,Bra001503,AT3G13390
ath:AT3G13470,Cpn60beta2,Bra001507,AT3G13470
ath:AT3G13530,MAPKKK7,Bra001510,AT3G13530
ath:AT3G13672,AT3G13672,Bra001519,AT3G13672
ath:AT3G13800,AT3G13800,Bra001522,AT3G13800
ath:AT3G13860,HSP60-3A,Bra001524,AT3G13860
ath:AT3G13870,RHD3,Bra001525,AT3G13870
ath:AT3G13882,AT3G13882,Bra001526,AT3G13882
ath:AT3G13898,AT3G13898,Bra001529,AT3G13898
ath:AT3G14190,AT3G14190,Bra001538,AT3G14190
ath:AT3G14200,AT3G14200,Bra001539,AT3G14200
ath:AT3G14240,AT3G14240,Bra001542,AT3G14240
ath:AT3G14270,FAB1B,Bra001545,AT3G14270
ath:AT3G14395,AT3G14395,Bra001549,AT3G14395
ath:AT3G14415,GOX2,Bra001550,AT3G14415
ath:AT3G14450,CID9,Bra001554,AT3G14450
ath:AT3G32030,AT3G32030,Bra001555,AT3G32030
ath:AT3G29430,AT3G29430,Bra001556,AT3G29430
ath:AT3G14490,AT3G14490,Bra001557,AT3G14490
ath:AT3G14595,AT3G14595,Bra001558,AT3G14595
ath:AT3G14810,MSL5,Bra001565,AT3G14810
ath:AT3G14850,TBL41,Bra001569,AT3G14850
ath:AT3G14860,AT3G14860,Bra001570,AT3G14860
ath:AT3G14940,PPC3,Bra001575,AT3G14940
ath:AT3G14960,AT3G14960,Bra001576,AT3G14960
ath:AT3G15060,RABA1g,Bra001581,AT3G15060
ath:AT3G15120,AT3G15120,Bra001584,AT3G15120
ath:AT3G15160,AT3G15160,Bra001585,AT3G15160
ath:AT3G15170,CUC1,Bra001586,AT3G15170
ath:AT3G15210,ERF4,Bra001588,AT3G15210
ath:AT3G15340,PPI2,Bra001590,AT3G15340
ath:AT3G15370,EXPA12,Bra001593,AT3G15370
ath:AT3G15460,AT3G15460,Bra001595,AT3G15460
ath:AT3G15570,AT3G15570,Bra001599,AT3G15570
ath:AT3G15630,AT3G15630,Bra001600,AT3G15630
ath:AT3G15720,AT3G15720,Bra001605,AT3G15720
ath:AT3G15810,AT3G15810,Bra001606,AT3G15810
ath:AT3G15850,FAD5,Bra001609,AT3G15850
ath:AT3G15870,AT3G15870,Bra001611,AT3G15870
ath:AT3G16000,MFP1,Bra001618,AT3G16000
ath:AT2G16005,AT2G16005,Bra001623,AT2G16005
ath:AT3G16430,JAL31,Bra001631,AT3G16430
ath:AT3G16570,RALF23,Bra001636,AT3G16570
ath:AT3G16950,LPD1,Bra001645,AT3G16950
ath:AT3G16990,AT3G16990,Bra001646,AT3G16990
ath:AT3G17010,REM22,Bra001648,AT3G17010
ath:AT3G17300,EMB2786,Bra001658,AT3G17300
ath:AT3G17365,AT3G17365,Bra001659,AT3G17365
ath:AT3G17380,AT3G17380,Bra001660,AT3G17380
ath:AT3G17440,NPSN13,Bra001663,AT3G17440
ath:AT3G17470,CRSH,Bra001664,AT3G17470
ath:AT3G17570,AT3G17570,Bra001667,AT3G17570
ath:AT1G48325,AT1G48325,Bra001668,AT1G48325
ath:AT3G17609,HYH,Bra001671,AT3G17609
ath:AT3G17630,CHX19,Bra001672,AT3G17630
ath:AT3G17640,AT3G17640,Bra001673,AT3G17640
ath:AT3G17710,AT3G17710,Bra001679,AT3G17710
ath:AT3G17900,AT3G17900,Bra001688,AT3G17900
ath:AT3G17970,TOC64-III,Bra001692,AT3G17970
ath:AT3G17980,C2,Bra001693,AT3G17980
ath:AT3G18010,WOX1,Bra001694,AT3G18010
ath:AT3G18030,HAL3A,Bra001695,AT3G18030
ath:AT3G18050,AT3G18050,Bra001697,AT3G18050
ath:AT3G18200,UMAMIT4,Bra001699,AT3G18200
ath:AT3G18300,AT3G18300,Bra001703,AT3G18300
ath:AT3G18390,EMB1865,Bra001704,AT3G18390
ath:AT3G18524,MSH2,Bra001709,AT3G18524
ath:AT3G18550,BRC1,Bra001710,AT3G18550
ath:AT3G18590,ENODL5,Bra001712,AT3G18590
ath:AT3G18620,AT3G18620,Bra001714,AT3G18620
ath:AT3G18773,AT3G18773,Bra001721,AT3G18773
ath:AT3G18810,PERK6,Bra001723,AT3G18810
ath:AT3G18830,PMT5,Bra001725,AT3G18830
ath:AT3G18950,AT3G18950,Bra001728,AT3G18950
ath:AT3G19020,AT3G19020,Bra001730,AT3G19020
ath:AT3G19090,LARP6c,Bra001733,AT3G19090
ath:AT3G19130,RBP47B,Bra001735,AT3G19130
ath:AT3G19160,IPT8,Bra001737,AT3G19160
ath:AT3G19170,PREP1,Bra001738,AT3G19170
ath:AT3G63220,AT3G63220,Bra001739,AT3G63220
ath:AT3G19260,LOH2,Bra001740,AT3G19260
ath:AT3G19480,AT3G19480,Bra001747,AT3G19480
ath:AT3G19460,AT3G19460,Bra001748,AT3G19460
ath:AT3G19595,AT3G19595,Bra001753,AT3G19595
ath:AT3G19610,AT3G19610,Bra001755,AT3G19610
ath:AT3G19630,AT3G19630,Bra001757,AT3G19630
ath:AT3G19690,AT3G19690,Bra001760,AT3G19690
ath:AT3G20030,AT3G20030,Bra001764,AT3G20030
ath:AT3G19930,STP4,Bra001766,AT3G19930
ath:AT3G19970,AT3G19970,Bra001769,AT3G19970
ath:AT3G20080,CYP705A15,Bra001775,AT3G20080
ath:AT3G20150,AT3G20150,Bra001776,AT3G20150
ath:AT3G20170,AT3G20170,Bra001778,AT3G20170
ath:AT3G20190,PRK4,Bra001779,AT3G20190
ath:AT3G20360,AT3G20360,Bra001785,AT3G20360
ath:AT3G20410,CPK9,Bra001789,AT3G20410
ath:AT3G20530,AT3G20530,Bra001791,AT3G20530
ath:AT3G20550,DDL,Bra001792,AT3G20550
ath:AT3G20560,PDIL5-3,Bra001793,AT3G20560
ath:AT3G20600,NDR1,Bra001796,AT3G20600
ath:AT3G20750,GATA29,Bra001801,AT3G20750
ath:AT3G20770,EIN3,Bra001802,AT3G20770
ath:AT3G20890,AT3G20890,Bra001804,AT3G20890
ath:AT3G20898,AT3G20898,Bra001805,AT3G20898
ath:AT3G20910,NF-YA9,Bra001806,AT3G20910
ath:AT3G21070,NADK1,Bra001810,AT3G21070
ath:AT1G51550,AT1G51550,Bra001813,AT1G51550
ath:AT3G21150,BBX32,Bra001815,AT3G21150
ath:AT3G21220,MKK5,Bra001818,AT3G21220
ath:AT3G21230,4CL5,Bra001819,AT3G21230
ath:AT3G21270,DOF2,Bra001822,AT3G21270
ath:AT3G21305,AT3G21305,Bra001824,AT3G21305
ath:AT3G21340,AT3G21340,Bra001827,AT3G21340
ath:AT3G21400,AT3G21400,Bra001828,AT3G21400
ath:AT3G21410,AT3G21410,Bra001829,AT3G21410
ath:AT3G21460,AT3G21460,Bra001831,AT3G21460
ath:AT3G21530,AT3G21530,Bra001833,AT3G21530
ath:AT3G21580,ABCI12,Bra001834,AT3G21580
ath:AT3G21610,AT3G21610,Bra001836,AT3G21610
ath:AT3G21620,AT3G21620,Bra001837,AT3G21620
ath:AT3G21710,AT3G21710,Bra001842,AT3G21710
ath:AT3G21760,HYR1,Bra001845,AT3G21760
ath:AT3G21790,AT3G21790,Bra001847,AT3G21790
ath:AT3G21865,PEX22,Bra001848,AT3G21865
ath:AT3G21970,AT3G21970,Bra001849,AT3G21970
ath:AT3G22120,CWLP,Bra001852,AT3G22120
ath:AT3G22290,AT3G22290,Bra001862,AT3G22290
ath:AT3G22320,NRPB5,Bra001864,AT3G22320
ath:AT3G22480,PDF2,Bra001868,AT3G22480
ath:AT3G22540,AT3G22540,Bra001872,AT3G22540
ath:AT3G22600,AT3G22600,Bra001874,AT3G22600
ath:AT3G22620,AT3G22620,Bra001875,AT3G22620
ath:AT3G22650,CEG,Bra001876,AT3G22650
ath:AT3G22670,AT3G22670,Bra001881,AT3G22670
ath:AT3G22680,RDM1,Bra001882,AT3G22680
ath:AT3G22840,ELIP1,Bra001886,AT3G22840
ath:AT3G22850,AT3G22850,Bra001889,AT3G22850
ath:AT3G22890,APS1,Bra001891,AT3G22890
ath:AT3G22942,AGG2,Bra001894,AT3G22942
ath:AT1G23280,AT1G23280,Bra001895,AT1G23280
ath:AT3G22960,PKP-ALPHA,Bra001896,AT3G22960
ath:AT3G23030,IAA2,Bra001899,AT3G23030
ath:AT1G63590,AT1G63590,Bra001902,AT1G63590
ath:AT3G23140,URO,Bra001904,AT3G23140
ath:AT3G23170,AT3G23170,Bra001905,AT3G23170
ath:AT3G23250,MYB15,Bra001907,AT3G23250
ath:AT3G23300,AT3G23300,Bra001909,AT3G23300
ath:AT3G23440,EDA6,Bra001913,AT3G23440
ath:AT1G66390,MYB90,Bra001917,AT1G66390
ath:AT3G23790,AAE16,Bra001919,AT3G23790
ath:AT3G23870,AT3G23870,Bra001924,AT3G23870
ath:AT3G24050,GATA1,Bra001925,AT3G24050
ath:AT3G24140,FMA,Bra001929,AT3G24140
ath:AT3G24170,GR1,Bra001931,AT3G24170
ath:AT3G24250,AT3G24250,Bra001933,AT3G24250
ath:AT3G23990,HSP60,Bra001934,AT3G23990
ath:AT3G23980,BLI,Bra001935,AT3G23980
ath:AT1G48520,GATB,Bra001942,AT1G48520
ath:AT3G24340,CHR40,Bra001944,AT3G24340
ath:AT3G24360,AT3G24360,Bra001946,AT3G24360
ath:AT3G24450,AT3G24450,Bra001948,AT3G24450
ath:AT3G24460,AT3G24460,Bra001949,AT3G24460
ath:AT3G24480,AT3G24480,Bra001950,AT3G24480
ath:AT3G24490,AT3G24490,Bra001951,AT3G24490
ath:AT3G24503,ALDH2C4,Bra001952,AT3G24503
ath:AT2G15980,AT2G15980,Bra001954,AT2G15980
ath:AT2G16050,AT2G16050,Bra001956,AT2G16050
ath:AT2G16060,HB1,Bra001958,AT2G16060
ath:AT2G16070,PDV2,Bra001959,AT2G16070
ath:AT2G16090,ARI2,Bra001960,AT2G16090
ath:AT2G16120,PMT1,Bra001967,AT2G16120
ath:AT2G16250,AT2G16250,Bra001971,AT2G16250
ath:AT2G16270,AT2G16270,Bra001973,AT2G16270
ath:AT2G16280,KCS9,Bra001974,AT2G16280
ath:AT2G16365,AT2G16365,Bra001975,AT2G16365
ath:AT2G16400,BLH7,Bra001976,AT2G16400
ath:AT2G16405,AT2G16405,Bra001977,AT2G16405
ath:AT2G16570,ASE1,Bra001980,AT2G16570
ath:AT2G16595,AT2G16595,Bra001982,AT2G16595
ath:AT2G16630,AT2G16630,Bra001983,AT2G16630
ath:AT2G16650,PRORP2,Bra001984,AT2G16650
ath:AT5G42180,PER64,Bra001986,AT5G42180
ath:AT2G16750,AT2G16750,Bra001996,AT2G16750
